"{'kernel': <function cosine_similarity at 0x108120aa0>, 'C': 0.1, 'gamma': 0.001}","{'kernel': 'rbf', 'C': 0.1, 'gamma': 0.001}","{'kernel': <function cosine_similarity at 0x108120aa0>, 'C': 0.1, 'gamma': 0.0001}","{'kernel': 'rbf', 'C': 0.1, 'gamma': 0.0001}","{'kernel': <function cosine_similarity at 0x108120aa0>, 'C': 1, 'gamma': 0.001}","{'kernel': 'rbf', 'C': 1, 'gamma': 0.001}","{'kernel': <function cosine_similarity at 0x108120aa0>, 'C': 1, 'gamma': 0.0001}","{'kernel': 'rbf', 'C': 1, 'gamma': 0.0001}","{'kernel': <function cosine_similarity at 0x108120aa0>, 'C': 10, 'gamma': 0.001}","{'kernel': 'rbf', 'C': 10, 'gamma': 0.001}","{'kernel': <function cosine_similarity at 0x108120aa0>, 'C': 10, 'gamma': 0.0001}","{'kernel': 'rbf', 'C': 10, 'gamma': 0.0001}","{'kernel': <function cosine_similarity at 0x108120aa0>, 'C': 100, 'gamma': 0.001}","{'kernel': 'rbf', 'C': 100, 'gamma': 0.001}","{'kernel': <function cosine_similarity at 0x108120aa0>, 'C': 100, 'gamma': 0.0001}","{'kernel': 'rbf', 'C': 100, 'gamma': 0.0001}","{'kernel': <function cosine_similarity at 0x108120aa0>, 'C': 1000, 'gamma': 0.001}","{'kernel': 'rbf', 'C': 1000, 'gamma': 0.001}","{'kernel': <function cosine_similarity at 0x108120aa0>, 'C': 1000, 'gamma': 0.0001}","{'kernel': 'rbf', 'C': 1000, 'gamma': 0.0001}"
0.46038838288365697,0.13975769032479807,0.46038838288365697,0.13975769032479807,0.81298333046915272,0.13975769032479807,0.81298333046915272,0.13975769032479807,0.82260697714383912,0.17881079223234234,0.82260697714383912,0.13975769032479807,0.82260697714383912,0.63451623990376349,0.82260697714383912,0.17924041931603368,0.82260697714383912,0.82222031276851693,0.82260697714383912,0.63468809073724008
"{'kernel': <function cosine_similarity at 0x108120aa0>, 'C': 10, 'gamma': 0.001}"
0.82260697714383912
