{'alpha': 1e-10},{'alpha': 0.2},{'alpha': 0.4},{'alpha': 0.6},{'alpha': 0.8},{'alpha': 1.0}
0.45665062725554217,0.49041931603368277,0.40140058429283382,0.35375494071146246,0.31740848943117372,0.29210345420175288
{'alpha': 0.2}
0.49041931603368277
